#Years    WideImaging%    DeepImaging%    Prism%    NearbySNe    WideImagingFilters    DeepImagingFilters    WideImagingCadence    DeepImagingCadence    PrismCadence    RubinDDF    ZWide    ZDeep    WideImagingDeg^2    DeepImagingDeg^2    DispersionModel    MeanModelTraining    DistMod.fits                      
0.500     030             030             32        00800        RRZYJ                 RRZYJH                06                    12                    5               True        0.4      1.8      21                  12                  NIRLower           False                all_matrices/cov_mat_2658.fits    
0.500     030             030             28        00800        RRZYJ                 YYJHF                 08                    10                    5               False       0.9      1.6      24                  8.6                 TwinsLower         True                 all_matrices/cov_mat_2659.fits    
0.500     030             030             28        00800        RRZYJ                 YYJHF                 08                    10                    5               False       0.9      1.6      24                  8.6                 NIRLower           True                 all_matrices/cov_mat_2660.fits    
0.500     030             030             28        00800        RRZYJ                 YYJHF                 08                    10                    5               False       0.9      1.6      24                  8.6                 NIRLower           False                all_matrices/cov_mat_2661.fits    
0.500     030             030             28        00800        RRZYJ                 YYJHF                 08                    10                    5               True        0.9      1.6      24                  8.6                 TwinsLower         True                 all_matrices/cov_mat_2662.fits    
0.500     030             030             28        00800        RRZYJ                 YYJHF                 08                    10                    5               True        0.9      1.6      24                  8.6                 NIRLower           True                 all_matrices/cov_mat_2663.fits    
0.500     030             030             28        00800        RRZYJ                 YYJHF                 08                    10                    5               True        0.9      1.6      24                  8.6                 NIRLower           False                all_matrices/cov_mat_2664.fits    
0.500     030             030             26        00800        RRZYJH                RRZYJH                06                    10                    5               False       0.4      1.2      17                  22                  TwinsLower         True                 all_matrices/cov_mat_2665.fits    
0.500     030             030             26        00800        RRZYJH                RRZYJH                06                    10                    5               False       0.4      1.2      17                  22                  NIRLower           True                 all_matrices/cov_mat_2666.fits    
0.500     030             030             26        00800        RRZYJH                RRZYJH                06                    10                    5               False       0.4      1.2      17                  22                  NIRLower           True                 all_matrices/cov_mat_2667.fits    
0.500     030             030             26        00800        RRZYJH                RRZYJH                06                    10                    5               False       0.4      1.2      17                  22                  NIRLower           False                all_matrices/cov_mat_2668.fits    
0.500     030             030             26        00800        RRZYJH                RRZYJH                06                    10                    5               True        0.4      1.2      17                  22                  TwinsLower         True                 all_matrices/cov_mat_2669.fits    
0.500     030             030             26        00800        RRZYJH                RRZYJH                06                    10                    5               True        0.4      1.2      17                  22                  NIRLower           True                 all_matrices/cov_mat_2670.fits    
0.500     030             030             26        00800        RRZYJH                RRZYJH                06                    10                    5               True        0.4      1.2      17                  22                  NIRLower           True                 all_matrices/cov_mat_2671.fits    
0.500     030             030             26        00800        RRZYJH                RRZYJH                06                    10                    5               True        0.4      1.2      17                  22                  NIRLower           False                all_matrices/cov_mat_2672.fits    
0.500     030             030             20        00800        RRZJH                 RRZYJH                10                    08                    5               False       0.3      1.7      35                  15                  TwinsLower         True                 all_matrices/cov_mat_2673.fits    
0.500     030             030             20        00800        RRZJH                 RRZYJH                10                    08                    5               False       0.3      1.7      35                  15                  NIRLower           True                 all_matrices/cov_mat_2674.fits    
0.500     030             030             20        00800        RRZJH                 RRZYJH                10                    08                    5               False       0.3      1.7      35                  15                  NIRLower           False                all_matrices/cov_mat_2675.fits    
0.500     030             030             20        00800        RRZJH                 RRZYJH                10                    08                    5               True        0.3      1.7      35                  15                  TwinsLower         True                 all_matrices/cov_mat_2676.fits    
0.500     030             030             20        00800        RRZJH                 RRZYJH                10                    08                    5               True        0.3      1.7      35                  15                  NIRLower           True                 all_matrices/cov_mat_2677.fits    
0.500     030             030             20        00800        RRZJH                 RRZYJH                10                    08                    5               True        0.3      1.7      35                  15                  NIRLower           False                all_matrices/cov_mat_2678.fits    
0.500     030             030             20        00800        RRZJH                 YYJHF                 10                    06                    5               False       0.4      1.4      33                  9.9                 TwinsLower         True                 all_matrices/cov_mat_2679.fits    
0.500     030             030             20        00800        RRZJH                 YYJHF                 10                    06                    5               False       0.4      1.4      33                  9.9                 NIRLower           True                 all_matrices/cov_mat_2680.fits    
0.500     030             030             20        00800        RRZJH                 YYJHF                 10                    06                    5               False       0.4      1.4      33                  9.9                 NIRLower           False                all_matrices/cov_mat_2681.fits    
0.500     030             030             20        00800        RRZJH                 YYJHF                 10                    06                    5               True        0.4      1.4      33                  9.9                 TwinsLower         True                 all_matrices/cov_mat_2682.fits    
0.500     030             030             20        00800        RRZJH                 YYJHF                 10                    06                    5               True        0.4      1.4      33                  9.9                 NIRLower           True                 all_matrices/cov_mat_2683.fits    
0.500     030             030             20        00800        RRZJH                 YYJHF                 10                    06                    5               True        0.4      1.4      33                  9.9                 NIRLower           False                all_matrices/cov_mat_2684.fits    
0.500     030             030             20        00800        RRZYJ                 RZZYJH                06                    10                    5               False       0.8      1.3      20                  23                  TwinsLower         True                 all_matrices/cov_mat_2685.fits    
0.500     030             030             20        00800        RRZYJ                 RZZYJH                06                    10                    5               False       0.8      1.3      20                  23                  NIRLower           True                 all_matrices/cov_mat_2686.fits    
0.500     030             030             20        00800        RRZYJ                 RZZYJH                06                    10                    5               False       0.8      1.3      20                  23                  NIRLower           False                all_matrices/cov_mat_2687.fits    
0.500     030             030             20        00800        RRZYJ                 RZZYJH                06                    10                    5               True        0.8      1.3      20                  23                  TwinsLower         True                 all_matrices/cov_mat_2688.fits    
0.500     030             030             20        00800        RRZYJ                 RZZYJH                06                    10                    5               True        0.8      1.3      20                  23                  NIRLower           True                 all_matrices/cov_mat_2689.fits    
0.500     030             030             20        00800        RRZYJ                 RZZYJH                06                    10                    5               True        0.8      1.3      20                  23                  NIRLower           False                all_matrices/cov_mat_2690.fits    
0.500     030             030             16        00800        RRZYJHF               RRZYJH                04                    08                    5               False       0.3      2.2      9.8                 11                  TwinsLower         True                 all_matrices/cov_mat_2691.fits    
0.500     030             030             16        00800        RRZYJHF               RRZYJH                04                    08                    5               False       0.3      2.2      9.8                 11                  NIRLower           True                 all_matrices/cov_mat_2692.fits    
0.500     030             030             16        00800        RRZYJHF               RRZYJH                04                    08                    5               False       0.3      2.2      9.8                 11                  NIRLower           False                all_matrices/cov_mat_2693.fits    
0.500     030             030             16        00800        RRZYJHF               RRZYJH                04                    08                    5               True        0.3      2.2      9.8                 11                  TwinsLower         True                 all_matrices/cov_mat_2694.fits    
0.500     030             030             16        00800        RRZYJHF               RRZYJH                04                    08                    5               True        0.3      2.2      9.8                 11                  NIRLower           True                 all_matrices/cov_mat_2695.fits    
0.500     030             030             16        00800        RRZYJHF               RRZYJH                04                    08                    5               True        0.3      2.2      9.8                 11                  NIRLower           False                all_matrices/cov_mat_2696.fits    
0.500     030             030             14        00800        RRZYJH                ZZRYJHF               10                    10                    5               False       0.9      1.4      19                  11                  TwinsLower         True                 all_matrices/cov_mat_2697.fits    
0.500     030             030             14        00800        RRZYJH                ZZRYJHF               10                    10                    5               False       0.9      1.4      19                  11                  NIRLower           True                 all_matrices/cov_mat_2698.fits    
0.500     030             030             14        00800        RRZYJH                ZZRYJHF               10                    10                    5               False       0.9      1.4      19                  11                  NIRLower           False                all_matrices/cov_mat_2699.fits    
0.500     030             030             14        00800        RRZYJH                ZZRYJHF               10                    10                    5               True        0.9      1.4      19                  11                  TwinsLower         True                 all_matrices/cov_mat_2700.fits    
0.500     030             030             14        00800        RRZYJH                ZZRYJHF               10                    10                    5               True        0.9      1.4      19                  11                  NIRLower           True                 all_matrices/cov_mat_2701.fits    
0.500     030             030             14        00800        RRZYJH                ZZRYJHF               10                    10                    5               True        0.9      1.4      19                  11                  NIRLower           False                all_matrices/cov_mat_2702.fits    
0.500     030             030             8         00800        RRZJH                 ZZRYJHF               10                    06                    5               False       0.5      1.9      30                  8.4                 TwinsLower         True                 all_matrices/cov_mat_2703.fits    
0.500     030             030             8         00800        RRZJH                 ZZRYJHF               10                    06                    5               False       0.5      1.9      30                  8.4                 NIRLower           True                 all_matrices/cov_mat_2704.fits    
0.500     030             030             8         00800        RRZJH                 ZZRYJHF               10                    06                    5               False       0.5      1.9      30                  8.4                 NIRLower           False                all_matrices/cov_mat_2705.fits    
0.500     030             030             8         00800        RRZJH                 ZZRYJHF               10                    06                    5               True        0.5      1.9      30                  8.4                 TwinsLower         True                 all_matrices/cov_mat_2706.fits    
0.500     030             030             8         00800        RRZJH                 ZZRYJHF               10                    06                    5               True        0.5      1.9      30                  8.4                 NIRLower           True                 all_matrices/cov_mat_2707.fits    
0.500     030             030             8         00800        RRZJH                 ZZRYJHF               10                    06                    5               True        0.5      1.9      30                  8.4                 NIRLower           False                all_matrices/cov_mat_2708.fits    
0.500     030             030             2         00800        RRZYJ                 YYJHF                 10                    08                    5               False       0.9      2.4      28                  8.3                 TwinsLower         True                 all_matrices/cov_mat_2709.fits    
0.500     030             030             2         00800        RRZYJ                 YYJHF                 10                    08                    5               False       0.9      2.4      28                  8.3                 NIRLower           True                 all_matrices/cov_mat_2710.fits    
0.500     030             030             2         00800        RRZYJ                 YYJHF                 10                    08                    5               False       0.9      2.4      28                  8.3                 NIRLower           False                all_matrices/cov_mat_2711.fits    
0.500     030             030             2         00800        RRZYJ                 YYJHF                 10                    08                    5               True        0.9      2.4      28                  8.3                 TwinsLower         True                 all_matrices/cov_mat_2712.fits    
0.500     030             030             2         00800        RRZYJ                 YYJHF                 10                    08                    5               True        0.9      2.4      28                  8.3                 NIRLower           True                 all_matrices/cov_mat_2713.fits    
0.500     030             030             2         00800        RRZYJ                 YYJHF                 10                    08                    5               True        0.9      2.4      28                  8.3                 NIRLower           False                all_matrices/cov_mat_2714.fits    
0.500     031             031             60        00800        RRZJH                 RZZYJH                08                    06                    5               False       0.5      1.2      26                  3.5                 TwinsLower         True                 all_matrices/cov_mat_2715.fits    
0.500     031             031             60        00800        RRZJH                 RZZYJH                08                    06                    5               False       0.5      1.2      26                  3.5                 NIRLower           True                 all_matrices/cov_mat_2716.fits    
0.500     031             031             60        00800        RRZJH                 RZZYJH                08                    06                    5               False       0.5      1.2      26                  3.5                 NIRLower           False                all_matrices/cov_mat_2717.fits    
0.500     031             031             60        00800        RRZJH                 RZZYJH                08                    06                    5               True        0.5      1.2      26                  3.5                 TwinsLower         True                 all_matrices/cov_mat_2718.fits    
0.500     031             031             60        00800        RRZJH                 RZZYJH                08                    06                    5               True        0.5      1.2      26                  3.5                 NIRLower           True                 all_matrices/cov_mat_2719.fits    
0.500     031             031             60        00800        RRZJH                 RZZYJH                08                    06                    5               True        0.5      1.2      26                  3.5                 NIRLower           False                all_matrices/cov_mat_2720.fits    
0.500     031             031             58        00800        RRZJH                 RZZYJH                04                    06                    5               False       0.6      1.3      14                  4                   TwinsLower         True                 all_matrices/cov_mat_2721.fits    
0.500     031             031             58        00800        RRZJH                 RZZYJH                04                    06                    5               False       0.6      1.3      14                  4                   NIRLower           True                 all_matrices/cov_mat_2722.fits    
0.500     031             031             58        00800        RRZJH                 RZZYJH                04                    06                    5               False       0.6      1.3      14                  4                   NIRLower           False                all_matrices/cov_mat_2723.fits    
0.500     031             031             58        00800        RRZJH                 RZZYJH                04                    06                    5               True        0.6      1.3      14                  4                   TwinsLower         True                 all_matrices/cov_mat_2724.fits    
0.500     031             031             58        00800        RRZJH                 RZZYJH                04                    06                    5               True        0.6      1.3      14                  4                   NIRLower           True                 all_matrices/cov_mat_2725.fits    
0.500     031             031             58        00800        RRZJH                 RZZYJH                04                    06                    5               True        0.6      1.3      14                  4                   NIRLower           False                all_matrices/cov_mat_2726.fits    
0.500     031             031             54        00800        RRZJH                 YYJHF                 06                    08                    5               False       0.4      2.3      21                  2                   TwinsLower         True                 all_matrices/cov_mat_2727.fits    
0.500     031             031             54        00800        RRZJH                 YYJHF                 06                    08                    5               False       0.4      2.3      21                  2                   NIRLower           True                 all_matrices/cov_mat_2728.fits    
0.500     031             031             54        00800        RRZJH                 YYJHF                 06                    08                    5               False       0.4      2.3      21                  2                   NIRLower           False                all_matrices/cov_mat_2729.fits    
0.500     031             031             54        00800        RRZJH                 YYJHF                 06                    08                    5               True        0.4      2.3      21                  2                   TwinsLower         True                 all_matrices/cov_mat_2730.fits    
0.500     031             031             54        00800        RRZJH                 YYJHF                 06                    08                    5               True        0.4      2.3      21                  2                   NIRLower           True                 all_matrices/cov_mat_2731.fits    
0.500     031             031             54        00800        RRZJH                 YYJHF                 06                    08                    5               True        0.4      2.3      21                  2                   NIRLower           False                all_matrices/cov_mat_2732.fits    
0.500     031             031             54        00800        RRZYJ                 YYJHF                 06                    10                    5               False       0.7      1.5      21                  3.2                 TwinsLower         True                 all_matrices/cov_mat_2733.fits    
0.500     031             031             54        00800        RRZYJ                 YYJHF                 06                    10                    5               False       0.7      1.5      21                  3.2                 NIRLower           True                 all_matrices/cov_mat_2734.fits    
0.500     031             031             54        00800        RRZYJ                 YYJHF                 06                    10                    5               False       0.7      1.5      21                  3.2                 NIRLower           False                all_matrices/cov_mat_2735.fits    
0.500     031             031             54        00800        RRZYJ                 YYJHF                 06                    10                    5               True        0.7      1.5      21                  3.2                 TwinsLower         True                 all_matrices/cov_mat_2736.fits    
0.500     031             031             54        00800        RRZYJ                 YYJHF                 06                    10                    5               True        0.7      1.5      21                  3.2                 NIRLower           True                 all_matrices/cov_mat_2737.fits    
0.500     031             031             54        00800        RRZYJ                 YYJHF                 06                    10                    5               True        0.7      1.5      21                  3.2                 NIRLower           False                all_matrices/cov_mat_2738.fits    
0.500     031             031             52        00800        RRZYJHF               RRZYJH                10                    06                    5               False       0.8      2.2      11                  3.2                 TwinsLower         True                 all_matrices/cov_mat_2739.fits    
0.500     031             031             52        00800        RRZYJHF               RRZYJH                10                    06                    5               False       0.8      2.2      11                  3.2                 NIRLower           True                 all_matrices/cov_mat_2740.fits    
0.500     031             031             52        00800        RRZYJHF               RRZYJH                10                    06                    5               False       0.8      2.2      11                  3.2                 NIRLower           True                 all_matrices/cov_mat_2741.fits    
0.500     031             031             52        00800        RRZYJHF               RRZYJH                10                    06                    5               False       0.8      2.2      11                  3.2                 NIRLower           False                all_matrices/cov_mat_2742.fits    
0.500     031             031             52        00800        RRZYJHF               RRZYJH                10                    06                    5               True        0.8      2.2      11                  3.2                 TwinsLower         True                 all_matrices/cov_mat_2743.fits    
0.500     031             031             52        00800        RRZYJHF               RRZYJH                10                    06                    5               True        0.8      2.2      11                  3.2                 NIRLower           True                 all_matrices/cov_mat_2744.fits    
0.500     031             031             52        00800        RRZYJHF               RRZYJH                10                    06                    5               True        0.8      2.2      11                  3.2                 NIRLower           True                 all_matrices/cov_mat_2745.fits    
0.500     031             031             52        00800        RRZYJHF               RRZYJH                10                    06                    5               True        0.8      2.2      11                  3.2                 NIRLower           False                all_matrices/cov_mat_2746.fits    
0.500     031             031             48        00800        RRZYJH                ZZYJHF                08                    10                    5               False       0.4      1.1      23                  6.5                 TwinsLower         True                 all_matrices/cov_mat_2747.fits    
0.500     031             031             48        00800        RRZYJH                ZZYJHF                08                    10                    5               False       0.4      1.1      23                  6.5                 NIRLower           True                 all_matrices/cov_mat_2748.fits    
0.500     031             031             48        00800        RRZYJH                ZZYJHF                08                    10                    5               False       0.4      1.1      23                  6.5                 NIRLower           False                all_matrices/cov_mat_2749.fits    
0.500     031             031             48        00800        RRZYJH                ZZYJHF                08                    10                    5               True        0.4      1.1      23                  6.5                 TwinsLower         True                 all_matrices/cov_mat_2750.fits    
0.500     031             031             48        00800        RRZYJH                ZZYJHF                08                    10                    5               True        0.4      1.1      23                  6.5                 NIRLower           True                 all_matrices/cov_mat_2751.fits    
0.500     031             031             48        00800        RRZYJH                ZZYJHF                08                    10                    5               True        0.4      1.1      23                  6.5                 NIRLower           False                all_matrices/cov_mat_2752.fits    
0.500     031             031             46        00800        RRZJH                 ZZYJHF                08                    08                    5               False       0.5      2.3      26                  2.8                 TwinsLower         True                 all_matrices/cov_mat_2753.fits    
0.500     031             031             46        00800        RRZJH                 ZZYJHF                08                    08                    5               False       0.5      2.3      26                  2.8                 NIRLower           True                 all_matrices/cov_mat_2754.fits    
0.500     031             031             46        00800        RRZJH                 ZZYJHF                08                    08                    5               False       0.5      2.3      26                  2.8                 NIRLower           False                all_matrices/cov_mat_2755.fits    
0.500     031             031             46        00800        RRZJH                 ZZYJHF                08                    08                    5               True        0.5      2.3      26                  2.8                 TwinsLower         True                 all_matrices/cov_mat_2756.fits    
0.500     031             031             46        00800        RRZJH                 ZZYJHF                08                    08                    5               True        0.5      2.3      26                  2.8                 NIRLower           True                 all_matrices/cov_mat_2757.fits    
0.500     031             031             46        00800        RRZJH                 ZZYJHF                08                    08                    5               True        0.5      2.3      26                  2.8                 NIRLower           False                all_matrices/cov_mat_2758.fits    
0.500     031             031             44        00800        RRZYJHF               ZZRYJHF               08                    06                    5               False       0.4      1.1      17                  6.1                 TwinsLower         True                 all_matrices/cov_mat_2759.fits    
0.500     031             031             44        00800        RRZYJHF               ZZRYJHF               08                    06                    5               False       0.4      1.1      17                  6.1                 NIRLower           True                 all_matrices/cov_mat_2760.fits    
0.500     031             031             44        00800        RRZYJHF               ZZRYJHF               08                    06                    5               False       0.4      1.1      17                  6.1                 NIRLower           False                all_matrices/cov_mat_2761.fits    
0.500     031             031             44        00800        RRZYJHF               ZZRYJHF               08                    06                    5               True        0.4      1.1      17                  6.1                 TwinsLower         True                 all_matrices/cov_mat_2762.fits    
0.500     031             031             44        00800        RRZYJHF               ZZRYJHF               08                    06                    5               True        0.4      1.1      17                  6.1                 NIRLower           True                 all_matrices/cov_mat_2763.fits    
0.500     031             031             44        00800        RRZYJHF               ZZRYJHF               08                    06                    5               True        0.4      1.1      17                  6.1                 NIRLower           False                all_matrices/cov_mat_2764.fits    
0.500     031             031             42        00800        RRZJH                 RZZYJH                06                    12                    5               False       0.6      1.6      19                  10                  TwinsLower         True                 all_matrices/cov_mat_2765.fits    
0.500     031             031             42        00800        RRZJH                 RZZYJH                06                    12                    5               False       0.6      1.6      19                  10                  NIRLower           True                 all_matrices/cov_mat_2766.fits    
0.500     031             031             42        00800        RRZJH                 RZZYJH                06                    12                    5               False       0.6      1.6      19                  10                  NIRLower           False                all_matrices/cov_mat_2767.fits    
0.500     031             031             42        00800        RRZJH                 RZZYJH                06                    12                    5               True        0.6      1.6      19                  10                  TwinsLower         True                 all_matrices/cov_mat_2768.fits    
0.500     031             031             42        00800        RRZJH                 RZZYJH                06                    12                    5               True        0.6      1.6      19                  10                  NIRLower           True                 all_matrices/cov_mat_2769.fits    
0.500     031             031             42        00800        RRZJH                 RZZYJH                06                    12                    5               True        0.6      1.6      19                  10                  NIRLower           False                all_matrices/cov_mat_2770.fits    
0.500     031             031             42        00800        RRZJH                 YYJHF                 04                    12                    5               False       0.3      1.9      15                  4.8                 TwinsLower         True                 all_matrices/cov_mat_2771.fits    
0.500     031             031             42        00800        RRZJH                 YYJHF                 04                    12                    5               False       0.3      1.9      15                  4.8                 NIRLower           True                 all_matrices/cov_mat_2772.fits    
0.500     031             031             42        00800        RRZJH                 YYJHF                 04                    12                    5               False       0.3      1.9      15                  4.8                 NIRLower           True                 all_matrices/cov_mat_2773.fits    
0.500     031             031             42        00800        RRZJH                 YYJHF                 04                    12                    5               False       0.3      1.9      15                  4.8                 NIRLower           False                all_matrices/cov_mat_2774.fits    
0.500     031             031             42        00800        RRZJH                 YYJHF                 04                    12                    5               True        0.3      1.9      15                  4.8                 TwinsLower         True                 all_matrices/cov_mat_2775.fits    
0.500     031             031             42        00800        RRZJH                 YYJHF                 04                    12                    5               True        0.3      1.9      15                  4.8                 NIRLower           True                 all_matrices/cov_mat_2776.fits    
0.500     031             031             42        00800        RRZJH                 YYJHF                 04                    12                    5               True        0.3      1.9      15                  4.8                 NIRLower           True                 all_matrices/cov_mat_2777.fits    
0.500     031             031             42        00800        RRZJH                 YYJHF                 04                    12                    5               True        0.3      1.9      15                  4.8                 NIRLower           False                all_matrices/cov_mat_2778.fits    
0.500     031             031             40        00800        RRZYJ                 YYJHF                 04                    06                    5               False       0.4      2.2      15                  4                   TwinsLower         True                 all_matrices/cov_mat_2779.fits    
0.500     031             031             40        00800        RRZYJ                 YYJHF                 04                    06                    5               False       0.4      2.2      15                  4                   NIRLower           True                 all_matrices/cov_mat_2780.fits    
0.500     031             031             40        00800        RRZYJ                 YYJHF                 04                    06                    5               False       0.4      2.2      15                  4                   NIRLower           False                all_matrices/cov_mat_2781.fits    
0.500     031             031             40        00800        RRZYJ                 YYJHF                 04                    06                    5               True        0.4      2.2      15                  4                   TwinsLower         True                 all_matrices/cov_mat_2782.fits    
0.500     031             031             40        00800        RRZYJ                 YYJHF                 04                    06                    5               True        0.4      2.2      15                  4                   NIRLower           True                 all_matrices/cov_mat_2783.fits    
0.500     031             031             40        00800        RRZYJ                 YYJHF                 04                    06                    5               True        0.4      2.2      15                  4                   NIRLower           False                all_matrices/cov_mat_2784.fits    
0.500     031             031             38        00800        RRZJH                 RZZYJH                10                    08                    5               False       0.6      1.2      29                  14                  TwinsLower         True                 all_matrices/cov_mat_2785.fits    
0.500     031             031             38        00800        RRZJH                 RZZYJH                10                    08                    5               False       0.6      1.2      29                  14                  NIRLower           True                 all_matrices/cov_mat_2786.fits    
0.500     031             031             38        00800        RRZJH                 RZZYJH                10                    08                    5               False       0.6      1.2      29                  14                  NIRLower           False                all_matrices/cov_mat_2787.fits    
0.500     031             031             38        00800        RRZJH                 RZZYJH                10                    08                    5               True        0.6      1.2      29                  14                  TwinsLower         True                 all_matrices/cov_mat_2788.fits    
0.500     031             031             38        00800        RRZJH                 RZZYJH                10                    08                    5               True        0.6      1.2      29                  14                  NIRLower           True                 all_matrices/cov_mat_2789.fits    
0.500     031             031             38        00800        RRZJH                 RZZYJH                10                    08                    5               True        0.6      1.2      29                  14                  NIRLower           False                all_matrices/cov_mat_2790.fits    
0.500     031             031             38        00800        RRZYJ                 ZZYJHF                04                    10                    5               False       0.4      1.7      15                  5.3                 TwinsLower         True                 all_matrices/cov_mat_2791.fits    
0.500     031             031             38        00800        RRZYJ                 ZZYJHF                04                    10                    5               False       0.4      1.7      15                  5.3                 NIRLower           True                 all_matrices/cov_mat_2792.fits    
0.500     031             031             38        00800        RRZYJ                 ZZYJHF                04                    10                    5               False       0.4      1.7      15                  5.3                 NIRLower           False                all_matrices/cov_mat_2793.fits    
0.500     031             031             38        00800        RRZYJ                 ZZYJHF                04                    10                    5               True        0.4      1.7      15                  5.3                 TwinsLower         True                 all_matrices/cov_mat_2794.fits    
0.500     031             031             38        00800        RRZYJ                 ZZYJHF                04                    10                    5               True        0.4      1.7      15                  5.3                 NIRLower           True                 all_matrices/cov_mat_2795.fits    
0.500     031             031             38        00800        RRZYJ                 ZZYJHF                04                    10                    5               True        0.4      1.7      15                  5.3                 NIRLower           False                all_matrices/cov_mat_2796.fits    
0.500     031             031             36        00800        RRZYJH                ZZRYJHF               10                    12                    5               False       0.3      1.8      30                  5.4                 TwinsLower         True                 all_matrices/cov_mat_2797.fits    
0.500     031             031             36        00800        RRZYJH                ZZRYJHF               10                    12                    5               False       0.3      1.8      30                  5.4                 NIRLower           True                 all_matrices/cov_mat_2798.fits    
0.500     031             031             36        00800        RRZYJH                ZZRYJHF               10                    12                    5               False       0.3      1.8      30                  5.4                 NIRLower           False                all_matrices/cov_mat_2799.fits    
0.500     031             031             36        00800        RRZYJH                ZZRYJHF               10                    12                    5               True        0.3      1.8      30                  5.4                 TwinsLower         True                 all_matrices/cov_mat_2800.fits    
0.500     031             031             36        00800        RRZYJH                ZZRYJHF               10                    12                    5               True        0.3      1.8      30                  5.4                 NIRLower           True                 all_matrices/cov_mat_2801.fits    
