#Years    WideImaging%    DeepImaging%    Prism%    NearbySNe    WideImagingFilters    DeepImagingFilters    WideImagingCadence    DeepImagingCadence    PrismCadence    RubinDDF    ZWide    ZDeep    WideImagingDeg^2    DeepImagingDeg^2    DispersionModel    MeanModelTraining    DistMod.fits                      
0.500     013             013             6         00800        RRZYJ                 ZZYJHF                04                    06                    5               True        0.4      2.0      6.1                 11                  TwinsLower         True                 all_matrices/cov_mat_0922.fits    
0.500     013             013             6         00800        RRZYJ                 ZZYJHF                04                    06                    5               True        0.4      2.0      6.1                 11                  NIRLower           True                 all_matrices/cov_mat_0923.fits    
0.500     013             013             6         00800        RRZYJ                 ZZYJHF                04                    06                    5               True        0.4      2.0      6.1                 11                  NIRLower           False                all_matrices/cov_mat_0924.fits    
0.500     014             014             56        00800        RRZYJH                YYJHF                 10                    08                    5               False       0.4      1.8      13                  5.4                 TwinsLower         True                 all_matrices/cov_mat_0925.fits    
0.500     014             014             56        00800        RRZYJH                YYJHF                 10                    08                    5               False       0.4      1.8      13                  5.4                 NIRLower           True                 all_matrices/cov_mat_0926.fits    
0.500     014             014             56        00800        RRZYJH                YYJHF                 10                    08                    5               False       0.4      1.8      13                  5.4                 NIRLower           False                all_matrices/cov_mat_0927.fits    
0.500     014             014             56        00800        RRZYJH                YYJHF                 10                    08                    5               True        0.4      1.8      13                  5.4                 TwinsLower         True                 all_matrices/cov_mat_0928.fits    
0.500     014             014             56        00800        RRZYJH                YYJHF                 10                    08                    5               True        0.4      1.8      13                  5.4                 NIRLower           True                 all_matrices/cov_mat_0929.fits    
0.500     014             014             56        00800        RRZYJH                YYJHF                 10                    08                    5               True        0.4      1.8      13                  5.4                 NIRLower           False                all_matrices/cov_mat_0930.fits    
0.500     014             014             54        00800        RRZYJ                 ZZYJHF                08                    12                    5               False       0.7      1.7      12                  5.6                 TwinsLower         True                 all_matrices/cov_mat_0931.fits    
0.500     014             014             54        00800        RRZYJ                 ZZYJHF                08                    12                    5               False       0.7      1.7      12                  5.6                 NIRLower           True                 all_matrices/cov_mat_0932.fits    
0.500     014             014             54        00800        RRZYJ                 ZZYJHF                08                    12                    5               False       0.7      1.7      12                  5.6                 NIRLower           False                all_matrices/cov_mat_0933.fits    
0.500     014             014             54        00800        RRZYJ                 ZZYJHF                08                    12                    5               True        0.7      1.7      12                  5.6                 TwinsLower         True                 all_matrices/cov_mat_0934.fits    
0.500     014             014             54        00800        RRZYJ                 ZZYJHF                08                    12                    5               True        0.7      1.7      12                  5.6                 NIRLower           True                 all_matrices/cov_mat_0935.fits    
0.500     014             014             54        00800        RRZYJ                 ZZYJHF                08                    12                    5               True        0.7      1.7      12                  5.6                 NIRLower           False                all_matrices/cov_mat_0936.fits    
0.500     014             014             50        00800        RRZYJHF               RZZYJH                10                    06                    5               False       0.8      1.2      4.8                 14                  TwinsLower         True                 all_matrices/cov_mat_0937.fits    
0.500     014             014             50        00800        RRZYJHF               RZZYJH                10                    06                    5               False       0.8      1.2      4.8                 14                  NIRLower           True                 all_matrices/cov_mat_0938.fits    
0.500     014             014             50        00800        RRZYJHF               RZZYJH                10                    06                    5               False       0.8      1.2      4.8                 14                  NIRLower           False                all_matrices/cov_mat_0939.fits    
0.500     014             014             50        00800        RRZYJHF               RZZYJH                10                    06                    5               True        0.8      1.2      4.8                 14                  TwinsLower         True                 all_matrices/cov_mat_0940.fits    
0.500     014             014             50        00800        RRZYJHF               RZZYJH                10                    06                    5               True        0.8      1.2      4.8                 14                  NIRLower           True                 all_matrices/cov_mat_0941.fits    
0.500     014             014             50        00800        RRZYJHF               RZZYJH                10                    06                    5               True        0.8      1.2      4.8                 14                  NIRLower           False                all_matrices/cov_mat_0942.fits    
0.500     014             014             40        00800        RRZJH                 YYJHF                 04                    08                    5               False       0.3      2.0      6.6                 7.1                 TwinsLower         True                 all_matrices/cov_mat_0943.fits    
0.500     014             014             40        00800        RRZJH                 YYJHF                 04                    08                    5               False       0.3      2.0      6.6                 7.1                 NIRLower           True                 all_matrices/cov_mat_0944.fits    
0.500     014             014             40        00800        RRZJH                 YYJHF                 04                    08                    5               False       0.3      2.0      6.6                 7.1                 NIRLower           True                 all_matrices/cov_mat_0945.fits    
0.500     014             014             40        00800        RRZJH                 YYJHF                 04                    08                    5               False       0.3      2.0      6.6                 7.1                 NIRLower           False                all_matrices/cov_mat_0946.fits    
0.500     014             014             40        00800        RRZJH                 YYJHF                 04                    08                    5               True        0.3      2.0      6.6                 7.1                 TwinsLower         True                 all_matrices/cov_mat_0947.fits    
0.500     014             014             40        00800        RRZJH                 YYJHF                 04                    08                    5               True        0.3      2.0      6.6                 7.1                 NIRLower           True                 all_matrices/cov_mat_0948.fits    
0.500     014             014             40        00800        RRZJH                 YYJHF                 04                    08                    5               True        0.3      2.0      6.6                 7.1                 NIRLower           True                 all_matrices/cov_mat_0949.fits    
0.500     014             014             40        00800        RRZJH                 YYJHF                 04                    08                    5               True        0.3      2.0      6.6                 7.1                 NIRLower           False                all_matrices/cov_mat_0950.fits    
0.500     014             014             18        00800        RRZYJH                RZZYJH                08                    08                    5               False       0.8      1.5      8.5                 23                  TwinsLower         True                 all_matrices/cov_mat_0951.fits    
0.500     014             014             18        00800        RRZYJH                RZZYJH                08                    08                    5               False       0.8      1.5      8.5                 23                  NIRLower           True                 all_matrices/cov_mat_0952.fits    
0.500     014             014             18        00800        RRZYJH                RZZYJH                08                    08                    5               False       0.8      1.5      8.5                 23                  NIRLower           False                all_matrices/cov_mat_0953.fits    
0.500     014             014             18        00800        RRZYJH                RZZYJH                08                    08                    5               True        0.8      1.5      8.5                 23                  TwinsLower         True                 all_matrices/cov_mat_0954.fits    
0.500     014             014             18        00800        RRZYJH                RZZYJH                08                    08                    5               True        0.8      1.5      8.5                 23                  NIRLower           True                 all_matrices/cov_mat_0955.fits    
0.500     014             014             18        00800        RRZYJH                RZZYJH                08                    08                    5               True        0.8      1.5      8.5                 23                  NIRLower           False                all_matrices/cov_mat_0956.fits    
0.500     015             015             58        00800        RRZJH                 RZZYJH                04                    12                    5               False       0.7      1.9      6.4                 7.7                 TwinsLower         True                 all_matrices/cov_mat_0957.fits    
0.500     015             015             58        00800        RRZJH                 RZZYJH                04                    12                    5               False       0.7      1.9      6.4                 7.7                 NIRLower           True                 all_matrices/cov_mat_0958.fits    
0.500     015             015             58        00800        RRZJH                 RZZYJH                04                    12                    5               False       0.7      1.9      6.4                 7.7                 NIRLower           False                all_matrices/cov_mat_0959.fits    
0.500     015             015             58        00800        RRZJH                 RZZYJH                04                    12                    5               True        0.7      1.9      6.4                 7.7                 TwinsLower         True                 all_matrices/cov_mat_0960.fits    
0.500     015             015             58        00800        RRZJH                 RZZYJH                04                    12                    5               True        0.7      1.9      6.4                 7.7                 NIRLower           True                 all_matrices/cov_mat_0961.fits    
0.500     015             015             58        00800        RRZJH                 RZZYJH                04                    12                    5               True        0.7      1.9      6.4                 7.7                 NIRLower           False                all_matrices/cov_mat_0962.fits    
0.500     015             015             58        00800        RRZYJ                 RZZYJH                08                    12                    5               False       0.6      2.4      14                  5.3                 TwinsLower         True                 all_matrices/cov_mat_0963.fits    
0.500     015             015             58        00800        RRZYJ                 RZZYJH                08                    12                    5               False       0.6      2.4      14                  5.3                 NIRLower           True                 all_matrices/cov_mat_0964.fits    
0.500     015             015             58        00800        RRZYJ                 RZZYJH                08                    12                    5               False       0.6      2.4      14                  5.3                 NIRLower           False                all_matrices/cov_mat_0965.fits    
0.500     015             015             58        00800        RRZYJ                 RZZYJH                08                    12                    5               True        0.6      2.4      14                  5.3                 TwinsLower         True                 all_matrices/cov_mat_0966.fits    
0.500     015             015             58        00800        RRZYJ                 RZZYJH                08                    12                    5               True        0.6      2.4      14                  5.3                 NIRLower           True                 all_matrices/cov_mat_0967.fits    
0.500     015             015             58        00800        RRZYJ                 RZZYJH                08                    12                    5               True        0.6      2.4      14                  5.3                 NIRLower           False                all_matrices/cov_mat_0968.fits    
0.500     015             015             58        00800        RRZYJ                 ZZYJHF                08                    10                    5               False       0.7      1.8      13                  4.5                 TwinsLower         True                 all_matrices/cov_mat_0969.fits    
0.500     015             015             58        00800        RRZYJ                 ZZYJHF                08                    10                    5               False       0.7      1.8      13                  4.5                 NIRLower           True                 all_matrices/cov_mat_0970.fits    
0.500     015             015             58        00800        RRZYJ                 ZZYJHF                08                    10                    5               False       0.7      1.8      13                  4.5                 NIRLower           False                all_matrices/cov_mat_0971.fits    
0.500     015             015             58        00800        RRZYJ                 ZZYJHF                08                    10                    5               True        0.7      1.8      13                  4.5                 TwinsLower         True                 all_matrices/cov_mat_0972.fits    
0.500     015             015             58        00800        RRZYJ                 ZZYJHF                08                    10                    5               True        0.7      1.8      13                  4.5                 NIRLower           True                 all_matrices/cov_mat_0973.fits    
0.500     015             015             58        00800        RRZYJ                 ZZYJHF                08                    10                    5               True        0.7      1.8      13                  4.5                 NIRLower           False                all_matrices/cov_mat_0974.fits    
0.500     015             015             56        00800        RRZYJ                 RZZYJH                06                    10                    5               False       0.9      1.4      9.6                 12                  TwinsLower         True                 all_matrices/cov_mat_0975.fits    
0.500     015             015             56        00800        RRZYJ                 RZZYJH                06                    10                    5               False       0.9      1.4      9.6                 12                  NIRLower           True                 all_matrices/cov_mat_0976.fits    
0.500     015             015             56        00800        RRZYJ                 RZZYJH                06                    10                    5               False       0.9      1.4      9.6                 12                  NIRLower           False                all_matrices/cov_mat_0977.fits    
0.500     015             015             56        00800        RRZYJ                 RZZYJH                06                    10                    5               True        0.9      1.4      9.6                 12                  TwinsLower         True                 all_matrices/cov_mat_0978.fits    
0.500     015             015             56        00800        RRZYJ                 RZZYJH                06                    10                    5               True        0.9      1.4      9.6                 12                  NIRLower           True                 all_matrices/cov_mat_0979.fits    
0.500     015             015             56        00800        RRZYJ                 RZZYJH                06                    10                    5               True        0.9      1.4      9.6                 12                  NIRLower           False                all_matrices/cov_mat_0980.fits    
0.500     015             015             56        00800        RRZYJH                ZZYJHF                10                    06                    5               False       0.3      1.5      15                  4.7                 TwinsLower         True                 all_matrices/cov_mat_0981.fits    
0.500     015             015             56        00800        RRZYJH                ZZYJHF                10                    06                    5               False       0.3      1.5      15                  4.7                 NIRLower           True                 all_matrices/cov_mat_0982.fits    
0.500     015             015             56        00800        RRZYJH                ZZYJHF                10                    06                    5               False       0.3      1.5      15                  4.7                 NIRLower           False                all_matrices/cov_mat_0983.fits    
0.500     015             015             56        00800        RRZYJH                ZZYJHF                10                    06                    5               True        0.3      1.5      15                  4.7                 TwinsLower         True                 all_matrices/cov_mat_0984.fits    
0.500     015             015             56        00800        RRZYJH                ZZYJHF                10                    06                    5               True        0.3      1.5      15                  4.7                 NIRLower           True                 all_matrices/cov_mat_0985.fits    
0.500     015             015             56        00800        RRZYJH                ZZYJHF                10                    06                    5               True        0.3      1.5      15                  4.7                 NIRLower           False                all_matrices/cov_mat_0986.fits    
0.500     015             015             54        00800        RRZJH                 RRZYJH                04                    06                    5               False       0.4      2.0      7.1                 6.4                 TwinsLower         True                 all_matrices/cov_mat_0987.fits    
0.500     015             015             54        00800        RRZJH                 RRZYJH                04                    06                    5               False       0.4      2.0      7.1                 6.4                 NIRLower           True                 all_matrices/cov_mat_0988.fits    
0.500     015             015             54        00800        RRZJH                 RRZYJH                04                    06                    5               False       0.4      2.0      7.1                 6.4                 NIRLower           False                all_matrices/cov_mat_0989.fits    
0.500     015             015             54        00800        RRZJH                 RRZYJH                04                    06                    5               True        0.4      2.0      7.1                 6.4                 TwinsLower         True                 all_matrices/cov_mat_0990.fits    
0.500     015             015             54        00800        RRZJH                 RRZYJH                04                    06                    5               True        0.4      2.0      7.1                 6.4                 NIRLower           True                 all_matrices/cov_mat_0991.fits    
0.500     015             015             54        00800        RRZJH                 RRZYJH                04                    06                    5               True        0.4      2.0      7.1                 6.4                 NIRLower           False                all_matrices/cov_mat_0992.fits    
0.500     015             015             52        00800        RRZYJH                ZZYJHF                08                    08                    5               False       0.5      2.0      11                  4.5                 TwinsLower         True                 all_matrices/cov_mat_0993.fits    
0.500     015             015             52        00800        RRZYJH                ZZYJHF                08                    08                    5               False       0.5      2.0      11                  4.5                 NIRLower           True                 all_matrices/cov_mat_0994.fits    
0.500     015             015             52        00800        RRZYJH                ZZYJHF                08                    08                    5               False       0.5      2.0      11                  4.5                 NIRLower           False                all_matrices/cov_mat_0995.fits    
0.500     015             015             52        00800        RRZYJH                ZZYJHF                08                    08                    5               True        0.5      2.0      11                  4.5                 TwinsLower         True                 all_matrices/cov_mat_0996.fits    
0.500     015             015             52        00800        RRZYJH                ZZYJHF                08                    08                    5               True        0.5      2.0      11                  4.5                 NIRLower           True                 all_matrices/cov_mat_0997.fits    
0.500     015             015             52        00800        RRZYJH                ZZYJHF                08                    08                    5               True        0.5      2.0      11                  4.5                 NIRLower           False                all_matrices/cov_mat_0998.fits    
0.500     015             015             50        00800        RRZYJH                YYJHF                 04                    08                    5               False       0.4      2.0      5.9                 5.4                 TwinsLower         True                 all_matrices/cov_mat_0999.fits    
0.500     015             015             50        00800        RRZYJH                YYJHF                 04                    08                    5               False       0.4      2.0      5.9                 5.4                 NIRLower           True                 all_matrices/cov_mat_1000.fits    
0.500     015             015             50        00800        RRZYJH                YYJHF                 04                    08                    5               False       0.4      2.0      5.9                 5.4                 NIRLower           False                all_matrices/cov_mat_1001.fits    
0.500     015             015             50        00800        RRZYJH                YYJHF                 04                    08                    5               True        0.4      2.0      5.9                 5.4                 TwinsLower         True                 all_matrices/cov_mat_1002.fits    
0.500     015             015             50        00800        RRZYJH                YYJHF                 04                    08                    5               True        0.4      2.0      5.9                 5.4                 NIRLower           True                 all_matrices/cov_mat_1003.fits    
0.500     015             015             50        00800        RRZYJH                YYJHF                 04                    08                    5               True        0.4      2.0      5.9                 5.4                 NIRLower           False                all_matrices/cov_mat_1004.fits    
0.500     015             015             46        00800        RRZYJHF               ZZRYJHF               10                    12                    5               False       0.4      2.4      9.5                 4.4                 TwinsLower         True                 all_matrices/cov_mat_1005.fits    
0.500     015             015             46        00800        RRZYJHF               ZZRYJHF               10                    12                    5               False       0.4      2.4      9.5                 4.4                 NIRLower           True                 all_matrices/cov_mat_1006.fits    
0.500     015             015             46        00800        RRZYJHF               ZZRYJHF               10                    12                    5               False       0.4      2.4      9.5                 4.4                 NIRLower           False                all_matrices/cov_mat_1007.fits    
0.500     015             015             46        00800        RRZYJHF               ZZRYJHF               10                    12                    5               True        0.4      2.4      9.5                 4.4                 TwinsLower         True                 all_matrices/cov_mat_1008.fits    
0.500     015             015             46        00800        RRZYJHF               ZZRYJHF               10                    12                    5               True        0.4      2.4      9.5                 4.4                 NIRLower           True                 all_matrices/cov_mat_1009.fits    
0.500     015             015             46        00800        RRZYJHF               ZZRYJHF               10                    12                    5               True        0.4      2.4      9.5                 4.4                 NIRLower           False                all_matrices/cov_mat_1010.fits    
0.500     015             015             42        00800        RRZYJH                ZZRYJHF               10                    08                    5               False       0.3      2.3      15                  5.1                 TwinsLower         True                 all_matrices/cov_mat_1011.fits    
0.500     015             015             42        00800        RRZYJH                ZZRYJHF               10                    08                    5               False       0.3      2.3      15                  5.1                 NIRLower           True                 all_matrices/cov_mat_1012.fits    
0.500     015             015             42        00800        RRZYJH                ZZRYJHF               10                    08                    5               False       0.3      2.3      15                  5.1                 NIRLower           False                all_matrices/cov_mat_1013.fits    
0.500     015             015             42        00800        RRZYJH                ZZRYJHF               10                    08                    5               True        0.3      2.3      15                  5.1                 TwinsLower         True                 all_matrices/cov_mat_1014.fits    
0.500     015             015             42        00800        RRZYJH                ZZRYJHF               10                    08                    5               True        0.3      2.3      15                  5.1                 NIRLower           True                 all_matrices/cov_mat_1015.fits    
0.500     015             015             42        00800        RRZYJH                ZZRYJHF               10                    08                    5               True        0.3      2.3      15                  5.1                 NIRLower           False                all_matrices/cov_mat_1016.fits    
0.500     015             015             42        00800        RRZYJHF               ZZYJHF                10                    06                    5               False       0.8      1.9      5.1                 6.1                 TwinsLower         True                 all_matrices/cov_mat_1017.fits    
0.500     015             015             42        00800        RRZYJHF               ZZYJHF                10                    06                    5               False       0.8      1.9      5.1                 6.1                 NIRLower           True                 all_matrices/cov_mat_1018.fits    
0.500     015             015             42        00800        RRZYJHF               ZZYJHF                10                    06                    5               False       0.8      1.9      5.1                 6.1                 NIRLower           False                all_matrices/cov_mat_1019.fits    
0.500     015             015             42        00800        RRZYJHF               ZZYJHF                10                    06                    5               True        0.8      1.9      5.1                 6.1                 TwinsLower         True                 all_matrices/cov_mat_1020.fits    
0.500     015             015             42        00800        RRZYJHF               ZZYJHF                10                    06                    5               True        0.8      1.9      5.1                 6.1                 NIRLower           True                 all_matrices/cov_mat_1021.fits    
0.500     015             015             42        00800        RRZYJHF               ZZYJHF                10                    06                    5               True        0.8      1.9      5.1                 6.1                 NIRLower           False                all_matrices/cov_mat_1022.fits    
0.500     015             015             36        00800        RRZJH                 RZZYJH                08                    10                    5               False       0.9      1.3      9.8                 23                  TwinsLower         True                 all_matrices/cov_mat_1023.fits    
0.500     015             015             36        00800        RRZJH                 RZZYJH                08                    10                    5               False       0.9      1.3      9.8                 23                  NIRLower           True                 all_matrices/cov_mat_1024.fits    
0.500     015             015             36        00800        RRZJH                 RZZYJH                08                    10                    5               False       0.9      1.3      9.8                 23                  NIRLower           False                all_matrices/cov_mat_1025.fits    
0.500     015             015             36        00800        RRZJH                 RZZYJH                08                    10                    5               True        0.9      1.3      9.8                 23                  TwinsLower         True                 all_matrices/cov_mat_1026.fits    
0.500     015             015             36        00800        RRZJH                 RZZYJH                08                    10                    5               True        0.9      1.3      9.8                 23                  NIRLower           True                 all_matrices/cov_mat_1027.fits    
0.500     015             015             36        00800        RRZJH                 RZZYJH                08                    10                    5               True        0.9      1.3      9.8                 23                  NIRLower           False                all_matrices/cov_mat_1028.fits    
0.500     015             015             36        00800        RRZYJH                ZZRYJHF               08                    06                    5               False       0.8      2.2      9.1                 5.8                 TwinsLower         True                 all_matrices/cov_mat_1029.fits    
0.500     015             015             36        00800        RRZYJH                ZZRYJHF               08                    06                    5               False       0.8      2.2      9.1                 5.8                 NIRLower           True                 all_matrices/cov_mat_1030.fits    
0.500     015             015             36        00800        RRZYJH                ZZRYJHF               08                    06                    5               False       0.8      2.2      9.1                 5.8                 NIRLower           False                all_matrices/cov_mat_1031.fits    
0.500     015             015             36        00800        RRZYJH                ZZRYJHF               08                    06                    5               True        0.8      2.2      9.1                 5.8                 TwinsLower         True                 all_matrices/cov_mat_1032.fits    
0.500     015             015             36        00800        RRZYJH                ZZRYJHF               08                    06                    5               True        0.8      2.2      9.1                 5.8                 NIRLower           True                 all_matrices/cov_mat_1033.fits    
0.500     015             015             36        00800        RRZYJH                ZZRYJHF               08                    06                    5               True        0.8      2.2      9.1                 5.8                 NIRLower           False                all_matrices/cov_mat_1034.fits    
0.500     015             015             30        00800        RRZYJ                 ZZYJHF                08                    08                    5               False       0.6      1.6      14                  9.3                 TwinsLower         True                 all_matrices/cov_mat_1035.fits    
0.500     015             015             30        00800        RRZYJ                 ZZYJHF                08                    08                    5               False       0.6      1.6      14                  9.3                 NIRLower           True                 all_matrices/cov_mat_1036.fits    
0.500     015             015             30        00800        RRZYJ                 ZZYJHF                08                    08                    5               False       0.6      1.6      14                  9.3                 NIRLower           False                all_matrices/cov_mat_1037.fits    
0.500     015             015             30        00800        RRZYJ                 ZZYJHF                08                    08                    5               True        0.6      1.6      14                  9.3                 TwinsLower         True                 all_matrices/cov_mat_1038.fits    
0.500     015             015             30        00800        RRZYJ                 ZZYJHF                08                    08                    5               True        0.6      1.6      14                  9.3                 NIRLower           True                 all_matrices/cov_mat_1039.fits    
0.500     015             015             30        00800        RRZYJ                 ZZYJHF                08                    08                    5               True        0.6      1.6      14                  9.3                 NIRLower           False                all_matrices/cov_mat_1040.fits    
0.500     015             015             26        00800        RRZYJ                 RRZYJH                08                    12                    5               False       0.8      1.8      13                  19                  TwinsLower         True                 all_matrices/cov_mat_1041.fits    
0.500     015             015             26        00800        RRZYJ                 RRZYJH                08                    12                    5               False       0.8      1.8      13                  19                  NIRLower           True                 all_matrices/cov_mat_1042.fits    
0.500     015             015             26        00800        RRZYJ                 RRZYJH                08                    12                    5               False       0.8      1.8      13                  19                  NIRLower           False                all_matrices/cov_mat_1043.fits    
0.500     015             015             26        00800        RRZYJ                 RRZYJH                08                    12                    5               True        0.8      1.8      13                  19                  TwinsLower         True                 all_matrices/cov_mat_1044.fits    
0.500     015             015             26        00800        RRZYJ                 RRZYJH                08                    12                    5               True        0.8      1.8      13                  19                  NIRLower           True                 all_matrices/cov_mat_1045.fits    
0.500     015             015             26        00800        RRZYJ                 RRZYJH                08                    12                    5               True        0.8      1.8      13                  19                  NIRLower           False                all_matrices/cov_mat_1046.fits    
0.500     015             015             8         00800        RRZYJ                 ZZRYJHF               04                    08                    5               False       0.8      2.1      6.9                 10                  TwinsLower         True                 all_matrices/cov_mat_1047.fits    
0.500     015             015             8         00800        RRZYJ                 ZZRYJHF               04                    08                    5               False       0.8      2.1      6.9                 10                  NIRLower           True                 all_matrices/cov_mat_1048.fits    
0.500     015             015             8         00800        RRZYJ                 ZZRYJHF               04                    08                    5               False       0.8      2.1      6.9                 10                  NIRLower           False                all_matrices/cov_mat_1049.fits    
0.500     015             015             8         00800        RRZYJ                 ZZRYJHF               04                    08                    5               True        0.8      2.1      6.9                 10                  TwinsLower         True                 all_matrices/cov_mat_1050.fits    
0.500     015             015             8         00800        RRZYJ                 ZZRYJHF               04                    08                    5               True        0.8      2.1      6.9                 10                  NIRLower           True                 all_matrices/cov_mat_1051.fits    
0.500     015             015             8         00800        RRZYJ                 ZZRYJHF               04                    08                    5               True        0.8      2.1      6.9                 10                  NIRLower           False                all_matrices/cov_mat_1052.fits    
0.500     016             016             56        00800        RRZYJH                RRZYJH                06                    08                    5               False       0.8      1.2      7.9                 13                  TwinsLower         True                 all_matrices/cov_mat_1053.fits    
0.500     016             016             56        00800        RRZYJH                RRZYJH                06                    08                    5               False       0.8      1.2      7.9                 13                  NIRLower           True                 all_matrices/cov_mat_1054.fits    
0.500     016             016             56        00800        RRZYJH                RRZYJH                06                    08                    5               False       0.8      1.2      7.9                 13                  NIRLower           False                all_matrices/cov_mat_1055.fits    
0.500     016             016             56        00800        RRZYJH                RRZYJH                06                    08                    5               True        0.8      1.2      7.9                 13                  TwinsLower         True                 all_matrices/cov_mat_1056.fits    
0.500     016             016             56        00800        RRZYJH                RRZYJH                06                    08                    5               True        0.8      1.2      7.9                 13                  NIRLower           True                 all_matrices/cov_mat_1057.fits    
0.500     016             016             56        00800        RRZYJH                RRZYJH                06                    08                    5               True        0.8      1.2      7.9                 13                  NIRLower           False                all_matrices/cov_mat_1058.fits    
0.500     016             016             52        00800        RRZYJHF               ZZYJHF                08                    10                    5               False       0.3      2.4      9.8                 3.7                 TwinsLower         True                 all_matrices/cov_mat_1059.fits    
0.500     016             016             52        00800        RRZYJHF               ZZYJHF                08                    10                    5               False       0.3      2.4      9.8                 3.7                 NIRLower           True                 all_matrices/cov_mat_1060.fits    
0.500     016             016             52        00800        RRZYJHF               ZZYJHF                08                    10                    5               False       0.3      2.4      9.8                 3.7                 NIRLower           False                all_matrices/cov_mat_1061.fits    
0.500     016             016             52        00800        RRZYJHF               ZZYJHF                08                    10                    5               True        0.3      2.4      9.8                 3.7                 TwinsLower         True                 all_matrices/cov_mat_1062.fits    
0.500     016             016             52        00800        RRZYJHF               ZZYJHF                08                    10                    5               True        0.3      2.4      9.8                 3.7                 NIRLower           True                 all_matrices/cov_mat_1063.fits    
0.500     016             016             52        00800        RRZYJHF               ZZYJHF                08                    10                    5               True        0.3      2.4      9.8                 3.7                 NIRLower           False                all_matrices/cov_mat_1064.fits    
0.500     016             016             46        00800        RRZYJH                RRZYJH                10                    10                    5               False       0.6      1.2      13                  19                  TwinsLower         True                 all_matrices/cov_mat_1065.fits    
